project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-COAD	0ec6ed47-db99-4273-9823-ffbde6a77091	TCGA-A6-6651	844a9153-02d7-473e-a371-85b9d63c642d	TCGA-A6-6651-01A	ef4f0ac5-110c-4f9a-8559-ff671c5f3086	TCGA-A6-6651-01A-21	389b0302-4ce6-447c-8506-50ea580bedec	TCGA-A6-6651-01A-21R	1.7	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.29	9.2	UV Spec	released	'--
TCGA-COAD	0ec6ed47-db99-4273-9823-ffbde6a77091	TCGA-A6-6651	844a9153-02d7-473e-a371-85b9d63c642d	TCGA-A6-6651-01A	ef4f0ac5-110c-4f9a-8559-ff671c5f3086	TCGA-A6-6651-01A-21	cc47937b-a59d-4df9-9174-34f34b9715b0	TCGA-A6-6651-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-COAD	0ec6ed47-db99-4273-9823-ffbde6a77091	TCGA-A6-6651	844a9153-02d7-473e-a371-85b9d63c642d	TCGA-A6-6651-01A	ef4f0ac5-110c-4f9a-8559-ff671c5f3086	TCGA-A6-6651-01A-21	d2ae9a86-c1bf-4f79-bffb-191fd4e8a64e	TCGA-A6-6651-01A-21H	1.7	'--	'--	RNA	H	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.87	9.0	UV Spec	released	'--
TCGA-COAD	0ec6ed47-db99-4273-9823-ffbde6a77091	TCGA-A6-6651	b226d0d8-7882-447b-964c-6cd71a0fc7c1	TCGA-A6-6651-10A	f0e24223-9c14-450f-a20d-358cd5c996f4	TCGA-A6-6651-10A-01	c32869be-4160-4e99-8a97-c6254d24d193	TCGA-A6-6651-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-COAD	0ec6ed47-db99-4273-9823-ffbde6a77091	TCGA-A6-6651	b226d0d8-7882-447b-964c-6cd71a0fc7c1	TCGA-A6-6651-10A	f0e24223-9c14-450f-a20d-358cd5c996f4	TCGA-A6-6651-10A-01	e9fcbdad-660e-4e04-a1fc-425b74e9f13c	TCGA-A6-6651-10A-01D	1.8	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f008098-d8aa-46dc-8445-cca59838c582	TCGA-AD-5900	8824fcd3-242a-47a9-933e-632d5531bd6c	TCGA-AD-5900-01A	6a89a948-2b16-49be-b4e7-eb6b3ca20c33	TCGA-AD-5900-01A-11	3d7cc049-410d-4743-849f-c606dd9e2d94	TCGA-AD-5900-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f008098-d8aa-46dc-8445-cca59838c582	TCGA-AD-5900	8824fcd3-242a-47a9-933e-632d5531bd6c	TCGA-AD-5900-01A	6a89a948-2b16-49be-b4e7-eb6b3ca20c33	TCGA-AD-5900-01A-11	71ea1974-624a-43aa-94cd-239d98332151	TCGA-AD-5900-01A-11R	1.8	'--	'--	RNA	R	'--	0.16	Allprep RNA Extraction	Yes	1.7	8.8	UV Spec	released	'--
TCGA-COAD	0f008098-d8aa-46dc-8445-cca59838c582	TCGA-AD-5900	8824fcd3-242a-47a9-933e-632d5531bd6c	TCGA-AD-5900-01A	6a89a948-2b16-49be-b4e7-eb6b3ca20c33	TCGA-AD-5900-01A-11	d33d6922-5dd6-4e77-97fd-23905ebcdd14	TCGA-AD-5900-01A-11D	1.9	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f008098-d8aa-46dc-8445-cca59838c582	TCGA-AD-5900	8824fcd3-242a-47a9-933e-632d5531bd6c	TCGA-AD-5900-01A	6a89a948-2b16-49be-b4e7-eb6b3ca20c33	TCGA-AD-5900-01A-11	e3aebd79-3d40-4ea8-a66a-6b51a5fedd6f	TCGA-AD-5900-01A-11H	1.8	'--	'--	RNA	H	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.7	8.5	UV Spec	released	'--
TCGA-COAD	0f008098-d8aa-46dc-8445-cca59838c582	TCGA-AD-5900	ef12679a-5b24-4c00-9745-aeb813740587	TCGA-AD-5900-10A	cd6ff355-88bf-4855-87d7-bacf68aeead5	TCGA-AD-5900-10A-01	6b8b9278-479b-47b3-a339-a3c65f8c52e1	TCGA-AD-5900-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f008098-d8aa-46dc-8445-cca59838c582	TCGA-AD-5900	ef12679a-5b24-4c00-9745-aeb813740587	TCGA-AD-5900-10A	cd6ff355-88bf-4855-87d7-bacf68aeead5	TCGA-AD-5900-10A-01	f52fe2df-c4b5-4abb-bd20-e0adbe69024d	TCGA-AD-5900-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	1fcb9c83-18cb-42a4-8769-fddb3541c95d	TCGA-A6-2679-01A	39b46b59-7c2f-4926-bcd1-f38194f1e814	TCGA-A6-2679-01A-02	6bfb13c9-5d7b-411a-b2e3-b11bc3c3f10a	TCGA-A6-2679-01A-02D	1.9	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	1fcb9c83-18cb-42a4-8769-fddb3541c95d	TCGA-A6-2679-01A	39b46b59-7c2f-4926-bcd1-f38194f1e814	TCGA-A6-2679-01A-02	cbb07b7e-bf67-48b0-a70d-7e2a05e0c597	TCGA-A6-2679-01A-02T	'--	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	1fcb9c83-18cb-42a4-8769-fddb3541c95d	TCGA-A6-2679-01A	39b46b59-7c2f-4926-bcd1-f38194f1e814	TCGA-A6-2679-01A-02	cee29853-c5c6-46ab-92aa-ad09213cbd93	TCGA-A6-2679-01A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	1fcb9c83-18cb-42a4-8769-fddb3541c95d	TCGA-A6-2679-01A	39b46b59-7c2f-4926-bcd1-f38194f1e814	TCGA-A6-2679-01A-02	d95611e8-cfbc-4ace-acbc-ead6c7fdf2d6	TCGA-A6-2679-01A-02R	1.8	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.4	8.9	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	2863de87-c342-45eb-8448-f4acdec30a3e	TCGA-A6-2679-10A	278c5c93-91ed-4dc9-88f5-c833b9a000c4	TCGA-A6-2679-10A-01	a53a5308-3d45-4d35-b36a-f5d3bf118641	TCGA-A6-2679-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	2863de87-c342-45eb-8448-f4acdec30a3e	TCGA-A6-2679-10A	278c5c93-91ed-4dc9-88f5-c833b9a000c4	TCGA-A6-2679-10A-01	c257c252-4dae-4d30-90aa-e8f4a1f5257d	TCGA-A6-2679-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	eb51613d-7d22-4c07-9a79-692927ed92e0	TCGA-A6-2679-11A	4677d952-6917-4d75-97d4-d2ccd80500f0	TCGA-A6-2679-11A-01	1d4d6341-337a-47e6-a4cd-7c1acaa50a1b	TCGA-A6-2679-11A-01R	1.8	'--	'--	RNA	R	'--	0.14	Allprep RNA Extraction	Yes	1.25	7.2	UV Spec	released	'--
TCGA-COAD	0f74d992-00da-4728-9564-086ca1b95921	TCGA-A6-2679	eb51613d-7d22-4c07-9a79-692927ed92e0	TCGA-A6-2679-11A	4677d952-6917-4d75-97d4-d2ccd80500f0	TCGA-A6-2679-11A-01	948e6634-056e-4edd-ae9f-3aa09e58980c	TCGA-A6-2679-11A-01D	1.9	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	TCGA-AA-3837	36966c36-0ef2-41d6-aa57-8e5241cf61e9	TCGA-AA-3837-10A	44332800-c5df-401d-ba3e-2763085561fc	TCGA-AA-3837-10A-01	7efde765-2661-49dc-bba7-2cd9eb438e07	TCGA-AA-3837-10A-01D	1.9	'--	'--	DNA	D	'--	0.14	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	TCGA-AA-3837	36966c36-0ef2-41d6-aa57-8e5241cf61e9	TCGA-AA-3837-10A	44332800-c5df-401d-ba3e-2763085561fc	TCGA-AA-3837-10A-01	af38f040-e596-4620-bb52-22aeab1a40be	TCGA-AA-3837-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	TCGA-AA-3837	36966c36-0ef2-41d6-aa57-8e5241cf61e9	TCGA-AA-3837-10A	44332800-c5df-401d-ba3e-2763085561fc	TCGA-AA-3837-10A-01	b82fef07-e34b-4304-a06e-6c917d5dd867	TCGA-AA-3837-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	TCGA-AA-3837	806186aa-fe7d-448a-9f59-c7acbe044621	TCGA-AA-3837-01A	e8f29bf0-ebc3-45b8-95ae-496ba1cb568c	TCGA-AA-3837-01A-01	05b6080c-9444-4871-8453-aa9b41e8f758	TCGA-AA-3837-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	TCGA-AA-3837	806186aa-fe7d-448a-9f59-c7acbe044621	TCGA-AA-3837-01A	e8f29bf0-ebc3-45b8-95ae-496ba1cb568c	TCGA-AA-3837-01A-01	2883d3e2-52b9-4965-80d7-6b64742deb94	TCGA-AA-3837-01A-01D	1.9	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	TCGA-AA-3837	806186aa-fe7d-448a-9f59-c7acbe044621	TCGA-AA-3837-01A	e8f29bf0-ebc3-45b8-95ae-496ba1cb568c	TCGA-AA-3837-01A-01	3469d471-8524-4588-bfe3-0fb3d6223d21	TCGA-AA-3837-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.8	8.8	UV Spec	released	'--
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	TCGA-AA-3837	806186aa-fe7d-448a-9f59-c7acbe044621	TCGA-AA-3837-01A	e8f29bf0-ebc3-45b8-95ae-496ba1cb568c	TCGA-AA-3837-01A-01	a1515f06-dfb1-498f-a4d6-aa6aa9505681	TCGA-AA-3837-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	353171a6-9298-40a7-b3d3-8feaf9023630	TCGA-AA-A00A-10A	4dd70183-5581-44ff-8b4e-90d11a349ea1	TCGA-AA-A00A-10A-01	64d2591a-2998-40b9-9870-17401495107a	TCGA-AA-A00A-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	353171a6-9298-40a7-b3d3-8feaf9023630	TCGA-AA-A00A-10A	4dd70183-5581-44ff-8b4e-90d11a349ea1	TCGA-AA-A00A-10A-01	98ab6a09-4857-4e05-975e-2c8c6d3e5059	TCGA-AA-A00A-10A-01D	1.99	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	353171a6-9298-40a7-b3d3-8feaf9023630	TCGA-AA-A00A-10A	4dd70183-5581-44ff-8b4e-90d11a349ea1	TCGA-AA-A00A-10A-01	bf15e265-73b4-4917-98d8-fccacc99d015	TCGA-AA-A00A-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	8b3894ca-3aa9-415b-b6ad-948f81428b89	TCGA-AA-A00A-01A	4cb6b562-43bb-4245-aef5-756b46deb53c	TCGA-AA-A00A-01A-01	44a27457-c4a5-4b5d-940c-bbd88553d3e9	TCGA-AA-A00A-01A-01T	1.68	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	8b3894ca-3aa9-415b-b6ad-948f81428b89	TCGA-AA-A00A-01A	4cb6b562-43bb-4245-aef5-756b46deb53c	TCGA-AA-A00A-01A-01	4ac69991-fd9b-45da-8eaf-4a4af5e26484	TCGA-AA-A00A-01A-01R	1.66	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.3	7.9	UV Spec	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	8b3894ca-3aa9-415b-b6ad-948f81428b89	TCGA-AA-A00A-01A	4cb6b562-43bb-4245-aef5-756b46deb53c	TCGA-AA-A00A-01A-01	4d0e30e8-4832-4a69-b466-9b3f5e136465	TCGA-AA-A00A-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	8b3894ca-3aa9-415b-b6ad-948f81428b89	TCGA-AA-A00A-01A	4cb6b562-43bb-4245-aef5-756b46deb53c	TCGA-AA-A00A-01A-01	9ab45004-a2a2-4d4a-bf98-690f3336af9d	TCGA-AA-A00A-01A-01D	1.72	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10628a61-bd5e-4415-af97-631c5ca320cb	TCGA-AA-A00A	8b3894ca-3aa9-415b-b6ad-948f81428b89	TCGA-AA-A00A-01A	4cb6b562-43bb-4245-aef5-756b46deb53c	TCGA-AA-A00A-01A-01	b2417dc5-d979-40ae-a61d-0b008940897f	TCGA-AA-A00A-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	413a3c76-e914-435c-8311-a874004a7b34	TCGA-AA-A02K-10A	4869e5f7-1b43-47bd-8ea1-934a15f30cc9	TCGA-AA-A02K-10A-01	0ed76036-f191-4c75-b823-381e2f305328	TCGA-AA-A02K-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	413a3c76-e914-435c-8311-a874004a7b34	TCGA-AA-A02K-10A	4869e5f7-1b43-47bd-8ea1-934a15f30cc9	TCGA-AA-A02K-10A-01	34bfd2d8-1d9f-46e2-8969-93fcdc5ca592	TCGA-AA-A02K-10A-01D	1.85	'--	'--	DNA	D	'--	0.08	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	413a3c76-e914-435c-8311-a874004a7b34	TCGA-AA-A02K-10A	4869e5f7-1b43-47bd-8ea1-934a15f30cc9	TCGA-AA-A02K-10A-01	6d53aae2-7704-4639-ab59-155c939e9d84	TCGA-AA-A02K-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	685df015-1b7b-4993-bf05-e3206619dfba	TCGA-AA-A02K-01A	3b36231f-df8f-4fef-b9d2-de76c04fdf18	TCGA-AA-A02K-01A-21	774f3102-6fd7-4093-9246-6a242e11b524	TCGA-AA-A02K-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	685df015-1b7b-4993-bf05-e3206619dfba	TCGA-AA-A02K-01A	3b36231f-df8f-4fef-b9d2-de76c04fdf18	TCGA-AA-A02K-01A-21	a0dc0a57-a808-4c4f-b075-15d4b31d3a39	TCGA-AA-A02K-01A-21R	1.87	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.6	7.1	UV Spec	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	685df015-1b7b-4993-bf05-e3206619dfba	TCGA-AA-A02K-01A	3b36231f-df8f-4fef-b9d2-de76c04fdf18	TCGA-AA-A02K-01A-21	a515ff54-04a1-4029-bb8c-1c1361ffd5e4	TCGA-AA-A02K-01A-21X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	685df015-1b7b-4993-bf05-e3206619dfba	TCGA-AA-A02K-01A	3b36231f-df8f-4fef-b9d2-de76c04fdf18	TCGA-AA-A02K-01A-21	fe780d82-cb1e-4149-86fe-e0dd54cbb480	TCGA-AA-A02K-01A-21D	1.9	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	TCGA-AA-A02K	685df015-1b7b-4993-bf05-e3206619dfba	TCGA-AA-A02K-01A	98c3e5fc-8526-4088-af59-45cb64113236	TCGA-AA-A02K-01A-03	e8666caf-0de5-4f3e-9644-955e7046ed0e	TCGA-AA-A02K-01A-03R	1.67	'--	'--	RNA	R	'--	2.1	Allprep RNA Extraction	Yes	1.2	7.6	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	2b34c8e7-8745-4af5-8f39-e3908bce3e8f	TCGA-AA-3971-10A	5712208f-468d-4cf6-b05b-df4016405f3d	TCGA-AA-3971-10A-01	0e752ce9-88a4-4196-85d8-01254a928128	TCGA-AA-3971-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	2b34c8e7-8745-4af5-8f39-e3908bce3e8f	TCGA-AA-3971-10A	5712208f-468d-4cf6-b05b-df4016405f3d	TCGA-AA-3971-10A-01	e18619fd-720d-4b5f-a2c6-3f4f1bd5dcdb	TCGA-AA-3971-10A-01D	1.8	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	2b34c8e7-8745-4af5-8f39-e3908bce3e8f	TCGA-AA-3971-10A	5712208f-468d-4cf6-b05b-df4016405f3d	TCGA-AA-3971-10A-01	fb6cc9cd-d6e4-4e41-b149-51ff19994545	TCGA-AA-3971-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	f3db9b58-d60d-41f7-a3d7-6f713272efb5	TCGA-AA-3971-01A	722ebd2a-5adf-4e35-b1f2-8006eacabf19	TCGA-AA-3971-01A-01	4410f0dc-321f-42ea-8fb1-6f8aa45de795	TCGA-AA-3971-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	f3db9b58-d60d-41f7-a3d7-6f713272efb5	TCGA-AA-3971-01A	722ebd2a-5adf-4e35-b1f2-8006eacabf19	TCGA-AA-3971-01A-01	4e41f701-140b-40bb-b479-8f3ccba9fca0	TCGA-AA-3971-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	f3db9b58-d60d-41f7-a3d7-6f713272efb5	TCGA-AA-3971-01A	722ebd2a-5adf-4e35-b1f2-8006eacabf19	TCGA-AA-3971-01A-01	7cc60efd-65bc-4716-b82a-6964eff0b8df	TCGA-AA-3971-01A-01D	1.9	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	f3db9b58-d60d-41f7-a3d7-6f713272efb5	TCGA-AA-3971-01A	722ebd2a-5adf-4e35-b1f2-8006eacabf19	TCGA-AA-3971-01A-01	b3a5637e-51c0-46a2-bc7b-b09169936557	TCGA-AA-3971-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.6	8.2	UV Spec	released	'--
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	TCGA-AA-3971	f3db9b58-d60d-41f7-a3d7-6f713272efb5	TCGA-AA-3971-01A	722ebd2a-5adf-4e35-b1f2-8006eacabf19	TCGA-AA-3971-01A-01	b933efb6-08ea-4464-bc9a-21ffb6d70a8f	TCGA-AA-3971-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	1136dd50-242a-4659-aad4-c53f9e759bb3	TCGA-5M-AAT4	1edcf457-6658-4b65-9391-53a1e9b85f06	TCGA-5M-AAT4-10A	9c9d51e5-b5f6-4b42-8e34-c4593e66c3ce	TCGA-5M-AAT4-10A-01	387c3a22-4b2f-41c2-b23a-046400adbec1	TCGA-5M-AAT4-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-COAD	1136dd50-242a-4659-aad4-c53f9e759bb3	TCGA-5M-AAT4	7ce1f7c4-c7b2-4a2f-a3f1-b96bef4f6b63	TCGA-5M-AAT4-01A	a8e17257-4de5-4eba-81c1-7968fb0527cd	TCGA-5M-AAT4-01A-11	ceaca34f-c4ac-43eb-bf8e-dbbf336645bb	TCGA-5M-AAT4-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-COAD	1136dd50-242a-4659-aad4-c53f9e759bb3	TCGA-5M-AAT4	7ce1f7c4-c7b2-4a2f-a3f1-b96bef4f6b63	TCGA-5M-AAT4-01A	a8e17257-4de5-4eba-81c1-7968fb0527cd	TCGA-5M-AAT4-01A-11	db11cc3c-aae3-4720-9c89-453cbd208adf	TCGA-5M-AAT4-01A-11H	1.81	'--	'--	RNA	H	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.65	8.5	UV Spec	released	'--
TCGA-COAD	1136dd50-242a-4659-aad4-c53f9e759bb3	TCGA-5M-AAT4	7ce1f7c4-c7b2-4a2f-a3f1-b96bef4f6b63	TCGA-5M-AAT4-01A	a8e17257-4de5-4eba-81c1-7968fb0527cd	TCGA-5M-AAT4-01A-11	ddb6a824-124b-40fe-adca-b66fef36a0a4	TCGA-5M-AAT4-01A-11R	1.78	'--	'--	RNA	R	'--	0.16	Allprep RNA Extraction	Yes	1.87	8.7	UV Spec	released	'--
TCGA-COAD	124b6856-f581-46da-9068-b0a49b999785	TCGA-AA-A00E	1b073052-164e-4d57-b994-98b53d85a87f	TCGA-AA-A00E-10A	d250a7c8-96a4-45ce-9bed-28197854e07a	TCGA-AA-A00E-10A-01	8a6bf86d-f7e5-4711-ba7d-6e97f0f33157	TCGA-AA-A00E-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	124b6856-f581-46da-9068-b0a49b999785	TCGA-AA-A00E	1b073052-164e-4d57-b994-98b53d85a87f	TCGA-AA-A00E-10A	d250a7c8-96a4-45ce-9bed-28197854e07a	TCGA-AA-A00E-10A-01	8f3a6b92-a886-4db1-8aba-8c672241b4f1	TCGA-AA-A00E-10A-01D	1.76	'--	'--	DNA	D	'--	0.06	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-COAD	124b6856-f581-46da-9068-b0a49b999785	TCGA-AA-A00E	1b073052-164e-4d57-b994-98b53d85a87f	TCGA-AA-A00E-10A	d250a7c8-96a4-45ce-9bed-28197854e07a	TCGA-AA-A00E-10A-01	d25ccfa2-9ab2-49c6-bea9-42db92fde784	TCGA-AA-A00E-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-COAD	124b6856-f581-46da-9068-b0a49b999785	TCGA-AA-A00E	729a801d-5238-4020-bbff-73eaaa3a36d0	TCGA-AA-A00E-01A	16092c06-50fc-40bd-8f3a-271ea4778aac	TCGA-AA-A00E-01A-01	0c94c67a-365c-47cd-93ef-23cd9d5ed191	TCGA-AA-A00E-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	124b6856-f581-46da-9068-b0a49b999785	TCGA-AA-A00E	729a801d-5238-4020-bbff-73eaaa3a36d0	TCGA-AA-A00E-01A	16092c06-50fc-40bd-8f3a-271ea4778aac	TCGA-AA-A00E-01A-01	62d942d8-826c-4cb5-b956-b61b48749a50	TCGA-AA-A00E-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
